Sentence #	Word	Lemma	Pos	Tag
	uspeli	uspeti	Vmp-pm	O
	.	.	Z	O
Sentence: 2253	Čeku	Čeku	Npmsn	B-per
	je	biti	Var3s	O
	svoj	svoj	Px-msan	O
	predlog	predlog	Ncmsan	O
	izneo	izneti	Vmp-sm	O
	samo	samo	Rgp	O
	nekoliko	nekoliko	Rgp	O
	sati	sat	Ncmpg	O
	pre	pre	Cs	O
	nego	nego	Cs	O
	što	što	Cs	O
	je	biti	Var3s	O
	Savet	savet	Ncmsn	B-org
	bezbednosti	bezbednost	Ncfsg	I-org
	UN	UN	Npmsn	I-org
	trebalo	trebati	Vmp-sn	O
	da	da	Cs	O
	raspravlja	raspravljati	Vmr3s	O
	o	o	Sl	O
	najnovijem	nov	Agsmsly	O
	zapadnom	zapadni	Agpmsly	O
	predlogu	predlog	Ncmsl	O
	rezolucije	rezolucija	Ncfsg	O
	o	o	Sl	O
	Kosovu	Kosovo	Npnsl	B-loc
	,	,	Z	O
	koja	koji	Pi-fsn	O
	predviđa	predviđati	Vmr3s	O
	nove	nov	Agpmpay	O
	pregovore	pregovor	Ncmpa	O
	Beograda	Beograd	Npmsg	B-loc
	i	i	Cc	O
	Prištine	Priština	Npfsg	B-loc
	.	.	Z	O
Sentence: 2254	Međutim	međutim	Rgp	O
	,	,	Z	O
	predstavnici	predstavnik	Ncmpn	O
	šest	šest	Mlc	O
	zemalja	zemlja	Ncfpg	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	predložile	predložiti	Vmp-pf	O
	nacrt	nacrt	Ncmsan	O
	rezolucije	rezolucija	Ncfsg	O
	-	-	Z	O
	Belgije	Belgija	Npfsg	B-loc
	,	,	Z	O
	Velike	velik	Agpfsgy	B-loc
	Britanije	Britanija	Npfsg	I-loc
	,	,	Z	O
	Francuske	Francuska	Npfsg	B-loc
	,	,	Z	O
	Nemačke	Nemačka	Npfsg	B-loc
	,	,	Z	O
	Italije	Italija	Npfsg	B-loc
	i	i	Cc	O
	Sjedinjenih	sjedinjen	Agpfpgy	B-loc
	Država	država	Ncfpg	I-loc
	-	-	Z	O
	izgledali	izgledati	Vmp-pm	O
	su	biti	Var3p	O
	nesigurno	nesigurno	Rgp	O
	u	u	Sa	O
	četvrtak	četvrtak	Ncmsan	O
	u	u	Sl	O
	pogledu	pogled	Ncmsl	O
	toga	taj	Pd-nsg	O
	da	da	Cs	O
	li	li	Qq	O
	će	hteti	Var3s	O
	taj	taj	Pd-msan	O
	nacrt	nacrt	Ncmsan	O
	staviti	staviti	Vmn	O
	na	na	Sa	O
	glasanje	glasanje	Ncnsa	O
	,	,	Z	O
	imajući	imati	Rr	O
	u	u	Sl	O
	vidu	vid	Ncmsl	O
	pretnju	pretnja	Ncfsa	O
	Rusije	Rusija	Npfsg	B-loc
	da	da	Cs	O
	će	hteti	Var3s	O
	uložiti	uložiti	Vmn	O
	veto	veto	Ncmsan	O
	.	.	Z	O
Sentence: 2255	"	"	Z	O
	Još	još	Rgp	O
	uvek	uvek	Rgp	O
	postoji	postojati	Vmr3s	O
	neslaganje	neslaganje	Ncnsn	O
	u	u	Sl	O
	pogledu	pogled	Ncmsl	O
	nacrta	nacrt	Ncmsg	O
	rezolucije	rezolucija	Ncfsg	O
	i	i	Cc	O
	neke	neki	Pi-fpn	O
	članice	članica	Ncfpn	O
	smatraju	smatrati	Vmr3p	O
	da	da	Cs	O
	je	biti	Var3s	O
	verovatnoća	verovatnoća	Ncfsn	O
	njenog	njen	Ps3msg	O
	usvajanje	usvajanje	Ncnsg	O
	ravna	ravan	Agpfsny	O
	nuli	nula	Ncfsd	O
	"	"	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	britanski	britanski	Agpmsny	O
	ambasador	ambasador	Ncmsn	O
	Emir	Emir	Npmsn	B-per
	Džons	Džons	Npmsn	I-per
	Peri	Peri	Npmsn	I-per
	.	.	Z	O
Sentence: 2256	"	"	Z	O
	Mogu	moći	Vmr1s	O
	samo	samo	Rgp	O
	da	da	Cs	O
	zaključim	zaključiti	Vmr1s	O
	da	da	Cs	O
	nećemo	hteti	Var1p	O
	postići	postići	Vmn	O
	napredak	napredak	Ncmsan	O
	pred	pred	Si	O
	Savetom	savet	Ncmsi	B-org
	.	.	Z	O
Sentence: 2257	Ipak	ipak	Rgp	O
	,	,	Z	O
	mislim	misliti	Vmr1s	O
	da	da	Cs	O
	je	biti	Var3s	O
	veoma	veoma	Rgp	O
	neodgovorno	neodgovorno	Rgp	O
	zamišljati	zamišljati	Vmn	O
	da	da	Cs	O
	Savet	savet	Ncmsn	B-org
	neće	hteti	Var3s	O
	nastaviti	nastaviti	Vmn	O
	da	da	Cs	O
	pokušava	pokušavati	Vmr3s	O
	da	da	Cs	O
	reši	rešiti	Vmr3s	O
	ovo	ovaj	Pd-nsa	O
	pitanje	pitanje	Ncnsa	O
	,	,	Z	O
	zato	zato	Cs	O
	što	što	Cs	O
	je	biti	Var3s	O
	ono	on	Pp3nsn	O
	izvor	izvor	Ncmsn	O
	napetosti	napetost	Ncfsg	O
	u	u	Sl	O
	regionu	region	Ncmsl	O
	,	,	Z	O
	ali	ali	Cc	O
	i	i	Cc	O
	poslednji	poslednji	Agpmsny	O
	deo	deo	Ncmsn	O
	balkanske	balkanski	Agpfsgy	O
	slagalice	slagalica	Ncfsg	O
	.	.	Z	O
	"	"	Z	O
Sentence: 2258	Rusija	Rusija	Npfsn	B-loc
	je	biti	Var3s	O
	odbacila	odbaciti	Vmp-sf	O
	sve	sav	Pi-fpa	O
	prethodne	prethodan	Agpfpay	O
	verzije	verzija	Ncfpa	O
	koje	koji	Pi-fpn	O
	su	biti	Var3p	O
	sastavile	sastaviti	Vmp-pf	O
	Sjedinjene	sjedinjen	Agpfpny	B-loc
	Države	država	Ncfpn	I-loc
	i	i	Cc	O
	njihovi	njihov	Ps3mpn	O
	evropski	evropski	Agpmpny	O
	saveznici	saveznik	Ncmpn	O
	proteklih	protekao	Agpmpgy	O
	nekoliko	nekoliko	Rgp	O
	nedelja	nedelja	Ncfpg	O
	.	.	Z	O
Sentence: 2259	Moskva	Moskva	Npfsn	B-loc
	tvrdi	tvrditi	Vmr3s	O
	da	da	Cs	O
	poslednji	poslednji	Agpmsny	O
	predlog	predlog	Ncmsn	O
	rezolucije	rezolucija	Ncfsg	O
	praktično	praktično	Rgp	O
	podržava	podržavati	Vmr3s	O
	plan	plan	Ncmsan	O
	specijalnog	specijalan	Agpmsgy	O
	izaslanika	izaslanik	Ncmsg	O
	UN	UN	Npmsn	B-org
	Martija	Marti	Npmsg	B-per
	Ahtisarija	Ahtisari	Npmsg	I-per
	,	,	Z	O
	po	po	Sa	O
	kome	koma	Ncfpa	O
	bi	biti	Vaa3s	O
	Kosovo	Kosovo	Npnsn	B-loc
	dobilo	dobiti	Vmp-sn	O
	nadziranu	nadziran	Agpfsay	O
	nezavisnost	nezavisnost	Ncfsa	O
	.	.	Z	O
Sentence: 2260	Instirajući	insistirati	Rr	O
	da	da	Cs	O
	mora	morati	Vmr3s	O
	da	da	Cs	O
	zadrži	zadržati	Vmr3s	O
	određeni	određen	Agpmsny	O
	suverenitet	suverenitet	Ncmsn	O
	nad	nad	Si	O
	pokrajinom	pokrajina	Ncfsi	O
	,	,	Z	O
	Srbija	Srbija	Npfsn	B-loc
	izričito	izričito	Rgp	O
	odbacuje	odbacivati	Vmr3s	O
	nezavisnost	nezavisnost	Ncfsa	O
	kao	kao	Cs	O
	mogućnost	mogućnost	Ncfsn	O
	.	.	Z	O
Sentence: 2261	Moskva	Moskva	Npfsn	B-loc
	je	biti	Var3s	O
	zapretila	zapretiti	Vmp-sf	O
	da	da	Cs	O
	će	hteti	Var3s	O
	blokirati	blokirati	Vmn	O
	svaku	svaki	Pi-fsa	O
	rezoluciju	rezolucija	Ncfsa	O
	koja	koji	Pi-fsn	O
	je	biti	Var3s	O
	neprihvatljiva	neprihvatljiv	Agpfsny	O
	za	za	Sa	O
	Srbiju	Srbija	Npfsa	B-loc
	.	.	Z	O
Sentence: 2262	Kako	kako	Cs	O
	javlja	javljati	Vmr3s	O
	agencija	agencija	Ncfsn	O
	Rojters	Rojters	Npmsn	B-org
	,	,	Z	O
	novi	nov	Agpmsny	O
	nacrt	nacrt	Ncmsn	O
	uvodi	uvoditi	Vmr3s	O
	period	period	Ncmsan	O
	od	od	Sg	O
	120	120	Mdc	O
	dana	dan	Ncmpg	O
	za	za	Sa	O
	pregovore	pregovor	Ncmpa	O
	Beograda	Beograd	Npmsg	B-loc
	i	i	Cc	O
	Prištine	Priština	Npfsg	B-loc
	,	,	Z	O
	posle	posle	Sg	O
	čega	šta	Pi3n-g	O
	bi	biti	Vaa3s	O
	Savet	savet	Ncmsn	B-org
	Bezbednosti	bezbednost	Ncmsg	I-org
	preuzeo	preuzeti	Vmp-sm	O
	čitav	čitav	Agpmsann	O
	slučaj	slučaj	Ncmsan	O
	.	.	Z	O
Sentence: 2263	Rezolucija	rezolucija	Ncfsn	O
	bi	biti	Vaa3s	O
	takođe	takođe	Rgp	O
	omogućila	omogućiti	Vmp-sf	O
	da	da	Cs	O
	EU	EU	Npmsn	B-org
	odmah	odmah	Rgp	O
	postavi	postaviti	Vmr3s	O
	međunarodnog	međunarodni	Agpmsgy	O
	civilnog	civilan	Agpmsgy	O
	predstavnika	predstavnik	Ncmsg	O
	da	da	Cs	O
	upravlja	upravljati	Vmr3s	O
	pokrajinom	pokrajina	Ncfsi	O
	tokom	tokom	Sg	O
	četvoromesečnog	četvoromesečni	Agpmsgy	O
	perioda	period	Ncmsg	O
	pregovora	pregovor	Ncmsg	O
	.	.	Z	O
Sentence: 2264	Kosovo	Kosovo	Npnsn	B-loc
	,	,	Z	O
	koje	koji	Pi-nsn	O
	je	biti	Var3s	O
	tehnički	tehnički	Rgp	O
	još	još	Rgp	O
	uvek	uvek	Rgp	O
	deo	deo	Ncmsn	O
	Srbije	Srbija	Npfsg	B-loc
	,	,	Z	O
	u	u	Sl	O
	stvarnosti	stvarnost	Ncfsl	O
	je	biti	Var3s	O
	pod	pod	Si	O
	protektoratom	protektorat	Ncmsi	O
	UN	UN	Npmsn	B-org
	od	od	Sg	O
	kraja	kraj	Ncmsg	O
	sukoba	sukob	Ncmsg	O
	1998-1999.	1998-1999.	Mdm	O
	godine	godina	Ncfsg	O
	.	.	Z	O
Sentence: 2265	Visoki	visok	Agpmsny	O
	predstavnik	predstavnik	Ncmsn	O
	EU	EU	Npmsn	B-org
	za	za	Sa	O
	spoljnu	spoljni	Agpfsay	O
	politiku	politika	Ncfsa	O
	Havijer	Havijer	Npnsn	B-per
	Solana	Solana	Npmsg	I-per
	početkom	početkom	Sg	O
	nedelje	nedelja	Ncfsg	O
	je	biti	Var3s	O
	rekao	reći	Vmp-sm	O
	da	da	Cs	O
	ako	ako	Cs	O
	se	sebe	Px--sa	O
	Rusija	Rusija	Npfsn	B-loc
	i	i	Cc	O
	dalje	daleko	Rgc	O
	bude	biti	Var3s	O
	protivila	protiviti	Vmp-sf	O
	odluci	odluka	Ncfsd	O
	,	,	Z	O
	Kontakt	kontakt	Ncmsn	B-org
	grupa	grupa	Ncfsn	I-org
	sastavljena	sastaviti	Appfsny	O
	od	od	Sg	O
	Velike	velik	Agpfsgy	B-loc
	Britanije	Britanija	Npfsg	I-loc
	,	,	Z	O
	Nemačke	Nemačka	Npfsg	B-loc
	,	,	Z	O
	Francuske	Francuska	Npfsg	B-loc
	,	,	Z	O
	Italije	Italija	Npfsg	B-loc
	,	,	Z	O
	Rusije	Rusija	Npfsg	B-loc
	i	i	Cc	O
	Sjedinjenih	sjedinjen	Agpfpgy	B-loc
	Država	država	Ncfpg	I-loc
	verovatno	verovatno	Rgp	O
	će	hteti	Var3s	O
	preuzeti	preuzeti	Vmn	O
	inicijativu	inicijativa	Ncfsa	O
	u	u	Sl	O
	pronalaženju	pronalaženje	Ncnsl	O
	kompromisa	kompromis	Ncmpg	O
	.	.	Z	O
Sentence: 2266	Siguran	siguran	Agpmsnn	O
	sam	biti	Var1s	O
	da	da	Cs	O
	će	hteti	Var3s	O
	biti	biti	Van	O
	postignut	postignuti	Appmsnn	O
	dogovor	dogovor	Ncmsn	O
	u	u	Sl	O
	Kontakt	kontakt	Ncmsl	B-org
	grupi	grupa	Ncfsl	I-org
	da	da	Cs	O
	se	sebe	Px--sa	O
	otvori	otvoriti	Vmr3s	O
	proces	proces	Ncmsn	O
	pregovaranja	pregovaranje	Ncnsg	O
	,	,	Z	O
	"	"	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	Solana	Solana	Npmsn	B-per
	u	u	Sa	O
	četvrtak	četvrtak	Ncmsan	O
	,	,	Z	O
	a	a	Cc	O
	prenela	preneti	Vmp-sf	O
	agencija	agencija	Ncfsn	O
	DPA	DPA	Npmsn	B-org
	.	.	Z	O
Sentence: 2267	"	"	Z	O
	Moramo	morati	Vmr1p	O
	da	da	Cs	O
	idemo	ići	Vmr1p	O
	napred	napred	Rgp	O
	i	i	Cc	O
	otvorimo	otvoriti	Vmr1p	O
	pregovore	pregovor	Ncmpa	O
	dveju	dva	Mlcf-g	O
	strana	strana	Ncfpg	O
	bez	bez	Sg	O
	rezolucije	rezolucija	Ncfsg	O
	UN	UN	Npmsn	B-org
	i	i	Cc	O
	vidimo	videti	Vmr1p	O
	kako	kako	Cs	O
	će	hteti	Var3s	O
	se	sebe	Px--sa	O
	stvar	stvar	Ncfsn	O
	razvijati	razvijati	Vmn	O
	na	na	Sl	O
	kraju	kraj	Ncmsl	O
	tog	taj	Pd-msg	O
	procesa	proces	Ncmsg	O
	.	.	Z	O
	"	"	Z	O
Sentence: 2268	Kontakt	kontakt	Ncmsn	B-org
	grupa	grupa	Ncfpg	I-org
	bi	biti	Vaa3s	O
	trebalo	trebati	Vmp-sn	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	sastane	sastati	Vmr3s	O
	u	u	Sa	O
	sredu	sreda	Ncfsa	O
	.	.	Z	O
Sentence: 2269	U	u	Sl	O
	međuvremenu	međuvreme	Ncnsl	O
	,	,	Z	O
	američki	američki	Agpmsny	O
	državni	državni	Agpmsny	O
	sekretar	sekretar	Ncmsn	O
	Kondoliza	Kondoliza	Npfsn	B-per
	Rajs	Rajs	Npfsn	I-per
	,	,	Z	O
	čija	čiji	Pi-fsn	O
	je	biti	Var3s	O
	zemlja	zemlja	Ncfsn	O
	čvrsto	čvrsto	Rgp	O
	podržala	podržati	Vmp-sf	O
	Ahtisarijev	Ahtisarijev	Aspmsann	B-deriv-per
	plan	plan	Ncmsan	O
	,	,	Z	O
	bila	biti	Vap-sf	O
	je	biti	Var3s	O
	u	u	Sa	O
	četvrtak	četvrtak	Ncmsan	O
	uverena	uveren	Agpfsny	O
	da	da	Cs	O
	će	hteti	Var3s	O
	Kosovo	Kosovo	Npnsn	B-loc
	na	na	Sl	O
	kraju	kraj	Ncmsl	O
	ipak	ipak	Rgp	O
	uspeti	uspeti	Vmn	O
	da	da	Cs	O
	dobije	dobiti	Vmr3s	O
	nezavisnost	nezavisnost	Ncfsa	O
	.	.	Z	O
Sentence: 2270	"	"	Z	O
	Mi	mi	Pp1-pn	O
	podržavamo	podržavati	Vmr1p	O
	nezavisno	nezavisan	Npnsn	O
	Kosovo	Kosovo	Npnsn	B-loc
	,	,	Z	O
	"	"	Z	O
	rekla	reći	Vmp-sf	O
	je	biti	Var3s	O
	ona	on	Pp3fsn	O
	novinarima	novinar	Ncmpd	O
	tokom	tokom	Sg	O
	leta	let	Ncmsg	O
	za	za	Sa	O
	Lisabon	Lisabon	Npmsan	B-loc
	.	.	Z	O
Sentence: 2271	"	"	Z	O
	Ostvarićemo	ostvariti	Vmf1p	O
	taj	taj	Pd-msan	O
	cilj	cilj	Ncmsan	O
	na	na	Sa	O
	jedan	jedan	Mlcmsan	O
	ili	ili	Cc	O
	drugi	drugi	Mlomsan	O
	način	način	Ncmsan	O
	"	"	Z	O
	.	.	Z	O
Sentence: 2272	Čeku	Čeku	Npmsn	O
	bi	biti	Vaa3s	O
	trebalo	trebati	Vmp-sn	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	sastane	sastati	Vmr3s	O
	sa	sa	Si	O
	Rajsovom	Rajsova	Npfsi	B-per
	u	u	Sa	O
	ponedeljak	ponedeljak	Ncmsan	O
	u	u	Sl	O
	Vašingtonu	Vašington	Npmsl	B-loc
	,	,	Z	O
	i	i	Cc	O
	situaciji	situacija	Ncfsl	O
	kada	kada	Rgp	O
	su	biti	Var3p	O
	Albanci	Albanac	Npmpn	B-per
	sve	sve	Qo	O
	nezadovoljniji	nezadovoljan	Agcmsny	O
	zbog	zbog	Sg	O
	zastoja	zastoj	Ncmsg	O
	procesa	proces	Ncmsg	O
	određivanja	određivanje	Ncnsg	O
	konačnog	konačan	Agpmsgy	O
	statusa	status	Ncmsg	O
	.	.	Z	O
Sentence: 2273	Drugi	drugi	Mlompn	O
	političari	političar	Ncmpn	O
	u	u	Sl	O
	pokrajini	pokrajina	Ncfsl	O
	rekli	reći	Vmp-pm	O
	su	biti	Var3p	O
	da	da	Cs	O
	bi	biti	Vaa3s	O
	trebalo	trebati	Vmp-sn	O
	odrediti	odrediti	Vmn	O
	rok	rok	Ncmsan	O
	za	za	Sa	O
	postizanje	postizanje	Ncnsa	O
	rešenja	rešenje	Ncnsg	O
	sa	sa	Si	O
	podrškom	podrška	Ncfsi	O
	međunarodne	međunarodni	Agpfsgy	O
	zajednice	zajednica	Ncfsg	O
	.	.	Z	O
Sentence: 2274	"	"	Z	O
	Najvažnije	važan	Agsnsny	O
	bi	biti	Vaa3s	O
	bilo	biti	Vap-sn	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	odredi	odrediti	Vmr3s	O
	datum	datum	Ncmsn	O
	za	za	Sa	O
	nezavisnost	nezavisnost	Ncfsa	O
	Kosova	Kosovo	Npnsg	B-loc
	,	,	Z	O
	"	"	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	bivši	bivši	Agpmsny	O
	kosovski	kosovski	Agpmsny	O
	premijer	premijer	Ncmsn	O
	Bajram	Bajram	Npmsn	B-per
	Kosumi	Kosumi	Npmsn	I-per
	.	.	Z	O
Sentence: 2275	"	"	Z	O
	Ako	ako	Cs	O
	ne	ne	Qz	O
	bude	biti	Var3s	O
	rezolucije	rezolucija	Ncfpa	O
	,	,	Z	O
	Kosovo	Kosovo	Npnsn	B-loc
	bi	biti	Vaa3p	O
	ove	ovaj	Pd-fsg	O
	godine	godina	Ncfsg	O
	trebalo	trebati	Vmp-sn	O
	da	da	Cs	O
	proglasi	proglasiti	Vmr3s	O
	nezavisnost	nezavisnost	Ncfsa	O
	.	.	Z	O
	"	"	Z	O
Sentence: 2276	Veton	Veton	Npmsn	B-per
	Suroi	Suroi	Npmsn	I-per
	,	,	Z	O
	lider	lider	Ncmsn	O
	opozicione	opozicioni	Agpfsgy	O
	partije	partija	Ncfsg	O
	ORA	ORA	Npmsn	B-org
	i	i	Cc	O
	član	član	Ncmsn	O
	kosovskog	kosovski	Agpmsgy	O
	pregovaračkog	pregovarački	Agpmsgy	O
	tima	tim	Ncmsg	O
	,	,	Z	O
	ponovio	ponoviti	Vmp-sm	O
	je	biti	Var3s	O
	taj	taj	Pd-msan	O
	stav	stav	Ncmsan	O
	u	u	Sa	O
	četvrtak	četvrtak	Ncmsan	O
	,	,	Z	O
	rekavši	reći	Rr	O
	da	da	Cs	O
	bi	biti	Vaa3s	O
	skupština	skupština	Ncfsn	O
	Kosova	Kosovo	Npnsg	B-loc
	trebalo	trebati	Vmp-sn	O
	da	da	Cs	O
	"	"	Z	O
	ispuni	ispuniti	Vmr3s	O
	svoju	svoj	Px-fsa	O
	obavezu	obaveza	Ncfsa	O
	prema	prema	Sl	O
	građanima	građanin	Ncmpl	O
	Kosova	Kosovo	Npnsg	B-loc
	i	i	Cc	O
	proglasi	proglasiti	Vmr3s	O
	nezavisnost	nezavisnost	Ncfsa	O
	do	do	Sg	O
	Božića	Božić	Npmsg	B-misc
	.	.	Z	O
	"	"	Z	O
Sentence: 2277	Nauka	nauka	Ncfsn	O
	i	i	Cc	O
	tehnologija	tehnologija	Ncfsn	O
	:	:	Z	O
	Turska	Turska	Npfsn	B-loc
	domaćin	domaćin	Ncmsn	O
	konferencije	konferencija	Ncfsg	O
	o	o	Sl	O
	UFO	UFO	Npmsn	O
Sentence: 2278	Četvrti	četvrti	Mlomsn	B-misc
	kongres	kongres	Ncmsn	I-misc
	o	o	Sl	I-misc
	UFO	UFO	Npmsn	I-misc
	i	i	Cc	I-misc
	Novom	nov	Agpnsly	I-misc
	dobu	doba	Ncnsl	I-misc
	biće	biti	Vaf3s	O
	održan	održati	Appmsnn	O
	u	u	Sl	O
	Istanbulu	Istanbul	Npmsl	B-loc
	.	.	Z	O
Sentence: 2279	Takođe	takođe	Rgp	O
	u	u	Sl	O
	vestima	vest	Ncfpl	O
	iz	iz	Sg	O
	nauke	nauka	Ncfsg	O
	:	:	Z	O
	grčko	grčki	Agpnsny	O
	ostrvo	ostrvo	Ncnsn	O
	Naksos	Naksos	Npmsan	B-loc
	bilo	biti	Vap-sn	O
	je	biti	Var3s	O
	domaćin	domaćin	Ncmsn	O
	kongresa	kongres	Ncmsg	O
	o	o	Sl	O
	vodi	voda	Ncfsl	O
	za	za	Sa	O
	piće	piće	Ncnsa	O
	,	,	Z	O
	a	a	Cc	O
	u	u	Sl	O
	Srbiji	Srbija	Npfsl	B-loc
	je	biti	Var3s	O
	otkriven	otkriti	Appmsnn	O
	skelet	skelet	Ncmsn	O
	praistorijskog	praistorijski	Agpmsgy	O
	mamuta	mamut	Ncmsg	O
	.	.	Z	O
Sentence: 2280	Istanbul	Istanbul	Npmsn	B-loc
	će	hteti	Var3s	O
	biti	biti	Van	O
	domaćin	domaćin	Ncmsn	O
	Međunarodnog	međunarodni	Agpmsgy	B-misc
	kongresa	kongres	Ncmsg	I-misc
	o	o	Sl	I-misc
	UFO	UFO	Ncmpl	I-misc
	i	i	Cc	I-misc
	Novom	nov	Agpnsly	I-misc
	dobu	doba	Ncnsl	I-misc
	.	.	Z	O
Sentence: 2281	Istanbul	Istanbul	Npmsn	B-loc
	,	,	Z	O
	u	u	Sl	O
	Turskoj	Turska	Npfsl	B-loc
	,	,	Z	O
	biće	biti	Vaf3s	O
	13.	13.	Mdo	O
	i	i	Cc	O
	14.	14.	Mdo	O
	juna	jun	Ncmsg	O
	domaćin	domaćin	Ncmsn	O
	četvrtog	četvrti	Mlomsg	B-misc
	Međunarodnog	međunarodni	Agpmsgy	I-misc
	kongresa	kongres	Ncmsg	I-misc
	o	o	Sl	I-misc
	UFO	UFO	Npmsn	I-misc
	i	i	Cc	I-misc
	Novom	nov	Agpnsly	I-misc
	dobu	doba	Ncnsl	I-misc
	,	,	Z	O
	izvestila	izvestiti	Vmp-sf	O
	je	biti	Var3s	O
	u	u	Sa	O
	sredu	sreda	Ncfsa	O
	(	(	Z	O
	3.	3.	Mdo	O
	jun	jun	Ncmsn	O
	)	)	Z	O
	novinska	novinski	Agpfsny	O
	agencija	agencija	Ncfsn	O
	Anadolu	Anadolu	Npnsn	B-org
	.	.	Z	O
Sentence: 2282	Kongresu	kongres	Ncmsd	B-misc
	će	hteti	Var3p	O
	prisustvovati	prisustvovati	Vmn	O
	poznati	poznat	Agpmpny	O
	naučnici	naučnik	Ncmpn	O
	,	,	Z	O
	eksperti	ekspert	Ncmpn	O
	,	,	Z	O
	pisci	pisac	Ncmpn	O
	,	,	Z	O
	kao	kao	Cs	O
	i	i	Cc	O
	vojni	vojni	Agpmpny	O
	i	i	Cc	O
	civilni	civilan	Agpmpny	O
	piloti	pilot	Ncmpn	O
	.	.	Z	O
Sentence: 2283	Teme	tema	Ncfpn	O
	diskusije	diskusija	Ncfsg	O
	odnosiće	odnositi	Vmf3s	O
	se	sebe	Px--sa	O
	na	na	Sa	O
	ljudski	ljudski	Agpmsayn	O
	život	život	Ncmsan	O
	,	,	Z	O
	planetu	planeta	Ncfsa	O
	i	i	Cc	O
	svemir	svemir	Ncmsan	O
	.	.	Z	O
Sentence: 2284	Evropska	evropski	Agpfsny	B-org
	komisija	komisija	Ncfsn	I-org
	zatražila	zatražiti	Vmp-sf	O
	je	biti	Var3s	O
	podršku	podrška	Ncfsa	O
	Rumunije	Rumunija	Npfsg	B-loc
	u	u	Sl	O
	pronalaženju	pronalaženje	Ncnsl	O
	vakcine	vakcina	Ncfsg	O
	protiv	protiv	Sg	O
	virusa	virus	Ncmsg	O
	gripa	gripa	Ncfsn	O
	H1N1	H1N1	X	O
	,	,	Z	O
	saopštilo	saopštiti	Vmp-sn	O
	je	biti	Var3s	O
	u	u	Sa	O
	utorak	utorak	Ncmsan	O
	(	(	Z	O
	2.	2.	Mdo	O
	jun	jun	Ncmsn	O
	)	)	Z	O
	rumunsko	rumunski	Agpnsny	B-org
	ministarstvo	ministarstvo	Ncnsn	I-org
	zdravstva	zdravstvo	Ncnsg	I-org
	.	.	Z	O
Sentence: 2285	U	u	Sl	O
	pismu	pismo	Ncnsl	O
	,	,	Z	O
	komesar	komesar	Ncmsn	O
	EU	EU	Npmsn	B-org
	za	za	Sa	O
	zdravstvo	zdravstvo	Ncnsa	O
	Andrula	Andrula	Npmsn	B-per
	Vasiliju	Vasilija	Npmsn	I-per
	zatražio	zatražiti	Vmp-sm	O
	je	biti	Var3s	O
	pomoć	pomoć	Ncfsa	O
	zemlje	zemlja	Ncfsg	O
	u	u	Sl	O
	ubrzavanju	ubrzavanje	Ncnsl	O
	nastojanja	nastojanje	Ncnsg	O
	EU	EU	Npmsn	B-org
	da	da	Cs	O
	se	sebe	Px--sa	O
	pronađe	pronaći	Vmr3s	O
	delotvorna	delotvoran	Agpfsny	O
	vakcina	vakcina	Ncfsn	O
	.	.	Z	O
Sentence: 2286	Rumunski	rumunski	Agpmsny	O
	Institut	institut	Ncmsn	O
	Kantacuzino	Kantacuzino	Npmsn	B-org
	zadužen	zadužiti	Appmsnn	O
	je	biti	Var3s	O
	da	da	Cs	O
	potvrđuje	potvrđivati	Vmr3s	O
	slučajeve	slučaj	Ncmpa	O
	virusa	virus	Ncmsg	O
	H1N1	H1N1	X	O
	za	za	Sa	O
	pacijente	pacijent	Ncmpa	O
	iz	iz	Sg	O
	devet	devet	Mlc	O
	država	država	Ncfpg	O
	u	u	Sl	O
	regionu	region	Ncmsl	O
	.	.	Z	O
Sentence: 2287	Grčko	grčki	Agpnsny	O
	ostrvo	ostrvo	Ncnsn	O
	Naksos	Naksos	Npmsan	B-loc
	bilo	biti	Vap-sn	O
	je	biti	Var3s	O
	od	od	Sg	O
	1.	1.	Mdo	O
	juna	jun	Ncmsg	O
	do	do	Sg	O
	subote	subota	Ncfsg	O
	(	(	Z	O
	6.	6.	Mdo	O
	jun	jun	Ncmsn	O
	)	)	Z	O
	domaćin	domaćin	Ncmsn	O
	naučnog	naučan	Agpmsgy	O
	kongresa	kongres	Ncmsg	O
	o	o	Sl	O
	vodi	voda	Ncfsl	O
	za	za	Sa	O
	piće	piće	Ncnsa	O
	,	,	Z	O
	izvestio	izvestiti	Vmp-sm	O
	je	biti	Var3s	O
	SKAI	SKAI	Npmsn	B-org
	radio	radio	Ncmsn	I-org
	.	.	Z	O
Sentence: 2288	Naučnici	naučnik	Ncmpn	O
	iz	iz	Sg	O
	celog	ceo	Agpmsgy	O
	sveta	svet	Ncmsg	O
	prisustvovali	prisustvovati	Vmp-pm	O
	su	biti	Var3p	O
	forumu	forum	Ncmsd	O
	,	,	Z	O
	najvećem	velik	Agsmsdy	O
	skupu	skup	Ncmsd	O
	za	za	Sa	O
	tu	taj	Pd-fsa	O
